doc_id,paper_key,title,doi,year,venue,citation_missing,citation_count,log1p_citations,title_word_count,edge_author_ids,profile_owner_ids,lab_link_ids,lab_author_names,lab_author_roles,topic_count,profile_link_count,lab_link_count,topics,title_bin,text_surprise_score,representation_contrast_proxy,role_aware_reward,reward_quadrant,author_composition
doc-https://doi.org/10.1038/s41396-023-01438-5,doi:https://doi.org/10.1038/s41396-023-01438-5,Viral lysing can alleviate microbial nutrient limitations and accumulate recalcitrant dissolved organic matter components in soil,https://doi.org/10.1038/s41396-023-01438-5,2023,The ISME Journal,False,84,4.442651256490317,16,di-tong; rui-wang; haizi-yu,di-tong,di-tong; rui-wang; haizi-yu,Di Tong; Rui Wang; Haizi Yu,PhD Student; PhD Student; Affiliate Researcher,15,1,3,Bacteriophages and microbial interactions; Complex Network Analysis Techniques; Entrepreneurship Studies and Influences; Heme Oxygenase-1 and Carbon Monoxide; Ion channel regulation and function; Microbial Community Ecology and Physiology; Music Technology and Sound Studies; Music and Audio Processing; Neural Networks and Applications; Neuroscience of respiration and sleep; Nitric Oxide and Endothelin Effects; Plant Virus Research Studies,15-19 words,0.6839999999999999,0.6083333333333333,0.5399999999999999,Aligned Surprise,Other KLab author config
doc-10.1007/s12528-021-09307-w,doi:10.1007/s12528-021-09307-w,An exploratory study on fade-in versus fade-out scaffolding for novice programmers in online collaborative programming settings,10.1007/s12528-021-09307-w,2022,Journal of Computing in Higher Education,False,37,3.6375861597263857,16,yuanyi-zhen,yuanyi-zhen,yuanyi-zhen,Yuanyi Zhen,PhD Student,5,1,1,Cooperative Communication and Network Coding; Global Educational Reforms and Inequalities; Innovative Teaching and Learning Methods; Online Learning and Analytics; Technology-Enhanced Education Studies,15-19 words,0.6599999999999999,0.2833333333333333,0.2825,False Positive,Solo PhD student
doc-10.48550/arxiv.2207.00902,doi:10.48550/arxiv.2207.00902,Complementary artificial intelligence designed to augment human discovery,10.48550/arxiv.2207.00902,2022,arXiv (Cornell University),False,2,1.0986122886681098,8,jamshid-sourati; james-evans,jamshid-sourati,jamshid-sourati; james-evans,Jamshid Sourati; James Evans,Affiliate Faculty; Director,10,1,2,Algorithms and Data Compression; Biomedical Text Mining and Ontologies; Complex Network Analysis Techniques; Machine Learning and Algorithms; Machine Learning and Data Classification; Machine Learning in Materials Science; Optimization and Search Problems; Scientific Computing and Data Management; Scientometrics and Bibliometrics Research; Topic Modeling,7-10 words,0.18,0.5333333333333333,0.495,Hidden Gem,Faculty + Faculty
doc-10.1007/s11524-022-00645-3,doi:10.1007/s11524-022-00645-3,Conceptualizing the Socio-Built Environment: An Expanded Theoretical Framework to Promote a Better Understanding of Risk for Nonmedical Opioid Overdose Outcomes in Urban and Non-Urban Settings,10.1007/s11524-022-00645-3,2022,Journal of Urban Health,False,17,2.8903717578961645,25,julia-koschinsky,julia-koschinsky,julia-koschinsky,Julia Koschinsky,Incoming Staff,5,1,1,"Health disparities and outcomes; Housing Market and Economics; Spatial and Panel Data Analysis; Urban Transport and Accessibility; Urban, Neighborhood, and Segregation Studies",>= 20 words,0.9279999999999999,0.2833333333333333,0.2825,False Positive,No KLab core author
doc-10.1093/jeg/lbac020,doi:10.1093/jeg/lbac020,Cycles of regional innovative growth,10.1093/jeg/lbac020,2022,Journal of Economic Geography,False,11,2.4849066497880004,5,christopher-wolfram; chris-esposito,chris-esposito,christopher-wolfram; chris-esposito,Christopher Wolfram; Chris Esposito,PhD Student; Postdoctoral Scholar,10,1,2,3D Printing in Biomedical Research; Coronary Interventions and Diagnostics; Innovation Diffusion and Forecasting; Innovation and Knowledge Management; Innovative Microfluidic and Catalytic Techniques Innovation; Micro and Nano Robotics; Microfluidic and Bio-sensing Technologies; Regional Economics and Spatial Analysis; Spatial and Panel Data Analysis; Urbanization and City Planning,<= 6 words,0.0,0.5333333333333333,0.495,Hidden Gem,Solo PhD student
doc-https://doi.org/10.1093/jeg/lbac020,doi:https://doi.org/10.1093/jeg/lbac020,Cycles of regional innovative growth,https://doi.org/10.1093/jeg/lbac020,2022,Journal of Economic Geography,False,11,2.4849066497880004,5,christopher-wolfram; chris-esposito,chris-esposito,christopher-wolfram; chris-esposito,Christopher Wolfram; Chris Esposito,PhD Student; Postdoctoral Scholar,10,1,2,3D Printing in Biomedical Research; Coronary Interventions and Diagnostics; Innovation Diffusion and Forecasting; Innovation and Knowledge Management; Innovative Microfluidic and Catalytic Techniques Innovation; Micro and Nano Robotics; Microfluidic and Bio-sensing Technologies; Regional Economics and Spatial Analysis; Spatial and Panel Data Analysis; Urbanization and City Planning,<= 6 words,0.0,0.5333333333333333,0.495,Hidden Gem,Solo PhD student
doc-https://doi.org/10.1016/j.jad.2022.07.053,doi:https://doi.org/10.1016/j.jad.2022.07.053,"Demographic characteristics, family environment and psychosocial factors affecting internet addiction in Chinese adolescents",https://doi.org/10.1016/j.jad.2022.07.053,2022,Journal of Affective Disorders,False,78,4.3694478524670215,13,haizi-yu; fengli-xu; ziwen-chen,ziwen-chen,haizi-yu; fengli-xu; ziwen-chen,Haizi Yu; Fengli Xu; Ziwen Chen,Affiliate Researcher; Affiliate Faculty; PhD Student,14,1,3,COVID-19 epidemiological studies; Complex Network Analysis Techniques; Ferroptosis and cancer prognosis; Human Mobility and Location-Based Analysis; Music Technology and Sound Studies; Music and Audio Processing; Neural Networks and Applications; Nuclear Receptors and Signaling; Retinoids in leukemia and cellular processes; Rough Sets and Fuzzy Logic; Synthesis of Tetrazole Derivatives; Traffic Prediction and Management Techniques,11-14 words,0.5173333333333333,0.6708333333333333,0.64,Aligned Surprise,Mixed (faculty + PhD)
doc-10.1186/s12913-021-07370-8,doi:10.1186/s12913-021-07370-8,Does health service funding go where the need is? A prototype spatial access analysis for new urban contracts data,10.1186/s12913-021-07370-8,2022,BMC Health Services Research,False,7,2.0794415416798357,19,julia-koschinsky,julia-koschinsky,julia-koschinsky,Julia Koschinsky,Incoming Staff,5,1,1,"Health disparities and outcomes; Housing Market and Economics; Spatial and Panel Data Analysis; Urban Transport and Accessibility; Urban, Neighborhood, and Segregation Studies",15-19 words,0.872,0.2833333333333333,0.2825,False Positive,No KLab core author
doc-10.5194/ica-abs-5-24-2022,doi:10.5194/ica-abs-5-24-2022,Engaging Undergraduates in the Thrill of Scientific Reasoning with Spatial Data,10.5194/ica-abs-5-24-2022,2022,Abstracts of the ICA,False,1,0.6931471805599453,11,julia-koschinsky,julia-koschinsky,julia-koschinsky,Julia Koschinsky,Incoming Staff,5,1,1,"Health disparities and outcomes; Housing Market and Economics; Spatial and Panel Data Analysis; Urban Transport and Accessibility; Urban, Neighborhood, and Segregation Studies",11-14 words,0.36,0.2833333333333333,0.2825,Routine,No KLab core author
doc-https://doi.org/10.48550/arxiv.2210.16541,doi:https://doi.org/10.48550/arxiv.2210.16541,Entity-centered Cross-document Relation Extraction,https://doi.org/10.48550/arxiv.2210.16541,2022,arXiv (Cornell University),False,25,3.258096538021482,4,rui-wang; ningzi-li; lingfei-wu; wenxuan--shi,wenxuan--shi,rui-wang; ningzi-li; lingfei-wu; wenxuan--shi,Rui Wang; Ningzi Li; Lingfei Wu; Wenxuan  Shi,PhD Student; Postdoctoral Scholar; Affiliate Faculty; PhD Student,18,1,4,"Advanced Image Fusion Techniques; Advanced Image and Video Retrieval Techniques; Advanced Neural Network Applications; Big Data and Business Intelligence; Complex Network Analysis Techniques; Financial Literacy, Pension, Retirement Analysis; Geological and Geochemical Analysis; Heme Oxygenase-1 and Carbon Monoxide; Image Enhancement Techniques; Image and Signal Denoising Methods; Intergenerational Family Dynamics and Caregiving; Ion channel regulation and function",<= 6 words,0.0,0.6708333333333333,0.64,Hidden Gem,Mixed (faculty + PhD)
doc-https://doi.org/10.1038/s41562-022-01372-0,doi:https://doi.org/10.1038/s41562-022-01372-0,Event-level prediction of urban crime reveals a signature of enforcement bias in US cities,https://doi.org/10.1038/s41562-022-01372-0,2022,Nature Human Behaviour,False,39,3.6888794541139363,14,muhua-huang; ningzi-li; james-evans; ishanu-chattopadhyay,ishanu-chattopadhyay,muhua-huang; ningzi-li; james-evans; ishanu-chattopadhyay,Muhua Huang; Ningzi Li; James Evans; Ishanu Chattopadhyay,Masters Student; Postdoctoral Scholar; Director; Affiliate Faculty,18,1,4,"Advanced Neuroimaging Techniques and Applications; Biomedical Text Mining and Ontologies; Complex Network Analysis Techniques; Distributed systems and fault tolerance; Financial Literacy, Pension, Retirement Analysis; Formal Methods in Verification; Functional Brain Connectivity Studies; Influenza Virus Research Studies; Intergenerational Family Dynamics and Caregiving; Microfinance and Financial Inclusion; Modular Robots and Swarm Intelligence; Multiple Sclerosis Research Studies",11-14 words,0.54,0.9333333333333332,0.86,Aligned Surprise,Faculty + Faculty
doc-https://doi.org/10.1073/pnas.2200927119,doi:https://doi.org/10.1073/pnas.2200927119,Flat teams drive scientific innovation,https://doi.org/10.1073/pnas.2200927119,2022,Proceedings of the National Academy of Sciences,False,134,4.90527477843843,5,fengli-xu; lingfei-wu; james-evans,lingfei-wu,fengli-xu; lingfei-wu; james-evans,Fengli Xu; Lingfei Wu; James Evans,Affiliate Faculty; Affiliate Faculty; Director,13,1,3,Big Data and Business Intelligence; Biomedical Text Mining and Ontologies; COVID-19 epidemiological studies; Complex Network Analysis Techniques; Geological and Geochemical Analysis; Human Mobility and Location-Based Analysis; Opinion Dynamics and Social Influence; Scientific Computing and Data Management; Scientometrics and Bibliometrics Research; Topic Modeling; Traffic Prediction and Management Techniques; Urban Transport and Accessibility,<= 6 words,0.0,0.8083333333333332,0.6599999999999999,Hidden Gem,Faculty + Faculty
doc-10.1016/j.joi.2022.101290,doi:10.1016/j.joi.2022.101290,Metrics and mechanisms: Measuring the unmeasurable in the science of science,10.1016/j.joi.2022.101290,2022,Journal of Informetrics,False,35,3.58351893845611,11,lingfei-wu; yong-yeol-ahn,yong-yeol-ahn,lingfei-wu; yong-yeol-ahn,Lingfei Wu; Yong-Yeol Ahn,Affiliate Faculty; Affiliate Faculty,8,1,2,Big Data and Business Intelligence; Complex Network Analysis Techniques; Geological and Geochemical Analysis; Human Mobility and Location-Based Analysis; Opinion Dynamics and Social Influence; Research Data Management Practices; earthquake and tectonic studies; scientometrics and bibliometrics research,11-14 words,0.448,0.3958333333333333,0.35,False Positive,Faculty + Faculty
doc-https://doi.org/10.3389/fnins.2022.929136,doi:https://doi.org/10.3389/fnins.2022.929136,Peripheral role of glutamate in orofacial pain,https://doi.org/10.3389/fnins.2022.929136,2022,Frontiers in Neuroscience,False,16,2.833213344056216,7,shilin-jia; hongbo-fang,shilin-jia,shilin-jia; hongbo-fang,Shilin Jia; Hongbo Fang,Postdoctoral Scholar; Postdoctoral Scholar,5,1,2,Geotechnical Engineering and Analysis; Geotechnical Engineering and Soil Stabilization; Landslides and related hazards; Neuroinflammation and Neurodegeneration Mechanisms; Neuropeptides and Animal Physiology,7-10 words,0.12,0.48333333333333334,0.40249999999999997,Routine,No KLab core author
doc-10.21203/rs.3.rs-2088288/v1,doi:10.21203/rs.3.rs-2088288/v1,Predicting Choice Behaviour in Economic Games using Gaze Data Encoded as Scanpath Images,10.21203/rs.3.rs-2088288/v1,2022,Research Square (Research Square),False,1,0.6931471805599453,13,carolina-biliotti,carolina-biliotti,carolina-biliotti,Carolina Biliotti,PhD Student,5,1,1,COVID-19 Pandemic Impacts; Gaze Tracking and Assistive Technology; Market Dynamics and Volatility; Retinal Imaging and Analysis; Visual Attention and Saliency Detection,11-14 words,0.48,0.2833333333333333,0.2825,False Positive,Solo PhD student
doc-https://doi.org/10.1016/j.fcr.2022.108490,doi:https://doi.org/10.1016/j.fcr.2022.108490,Quantification and dynamic monitoring of nitrogen utilization efficiency in summer maize with hyperspectral technique considering a non-uniform vertical distribution at whole growth stage,https://doi.org/10.1016/j.fcr.2022.108490,2022,Field Crops Research,False,21,3.091042453358316,23,ningzi-li; wenxuan--shi,wenxuan--shi,ningzi-li; wenxuan--shi,Ningzi Li; Wenxuan  Shi,Postdoctoral Scholar; PhD Student,8,1,2,"Advanced Image Fusion Techniques; Advanced Image and Video Retrieval Techniques; Advanced Neural Network Applications; Financial Literacy, Pension, Retirement Analysis; Image Enhancement Techniques; Image and Signal Denoising Methods; Intergenerational Family Dynamics and Caregiving; Microfinance and Financial Inclusion",>= 20 words,0.864,0.4583333333333333,0.44999999999999996,False Positive,Solo PhD student
doc-10.3390/rs14122734,doi:10.3390/rs14122734,"Remote Sensing Analysis of Ecological Maintenance in Subtropical Coastal Mountain Area, China",10.3390/rs14122734,2022,Remote Sensing,False,5,1.791759469228055,12,ningzi-li; shiyang-lai; chen-lin; qixin-lin,qixin-lin,ningzi-li; shiyang-lai; chen-lin; qixin-lin,Ningzi Li; Shiyang Lai; Chen Lin; Qixin Lin,Postdoctoral Scholar; PhD Student; PhD Student; Masters Student,18,1,4,"Atomic and Molecular Physics; Cavitation Phenomena in Pumps; Complex Systems and Time Series Analysis; Digital Marketing and Social Media; Economic Zones and Regional Development; FinTech, Crowdfunding, Digital Finance; Financial Literacy, Pension, Retirement Analysis; Fluid Dynamics Simulations and Interactions; Hydraulic and Pneumatic Systems; Intergenerational Family Dynamics and Caregiving; Land Use and Ecosystem Services; Market Dynamics and Volatility",11-14 words,0.4333333333333333,0.6708333333333333,0.64,Aligned Surprise,Other KLab author config
doc-https://doi.org/10.1016/j.apsoil.2022.104662,doi:https://doi.org/10.1016/j.apsoil.2022.104662,Responses of microbial community composition and respiration to soil moisture in eroded soil,https://doi.org/10.1016/j.apsoil.2022.104662,2022,Applied Soil Ecology,False,21,3.091042453358316,13,xiaodi-yang; ningzi-li; di-tong,di-tong,xiaodi-yang; ningzi-li; di-tong,Xiaodi Yang; Ningzi Li; Di Tong,Masters Student; Postdoctoral Scholar; PhD Student,13,1,3,"Advanced biosensing and bioanalysis techniques; Bacteriophages and microbial interactions; Conducting polymers and applications; Electrochemical Analysis and Applications; Electrochemical sensors and biosensors; Entrepreneurship Studies and Influences; Financial Literacy, Pension, Retirement Analysis; Intergenerational Family Dynamics and Caregiving; Microbial Community Ecology and Physiology; Microfinance and Financial Inclusion; Organic Electronics and Photovoltaics; Plant Virus Research Studies",11-14 words,0.504,0.6708333333333333,0.64,Aligned Surprise,Solo PhD student
doc-https://doi.org/10.3389/fnmol.2022.1038539,doi:https://doi.org/10.3389/fnmol.2022.1038539,Single-cell RNA sequencing reveals distinct transcriptional features of the purinergic signaling in mouse trigeminal ganglion,https://doi.org/10.3389/fnmol.2022.1038539,2022,Frontiers in Molecular Neuroscience,False,14,2.70805020110221,15,shilin-jia,shilin-jia,shilin-jia,Shilin Jia,Postdoctoral Scholar,5,1,1,Geotechnical Engineering and Analysis; Geotechnical Engineering and Soil Stabilization; Landslides and related hazards; Neuroinflammation and Neurodegeneration Mechanisms; Neuropeptides and Animal Physiology,15-19 words,0.6,0.48333333333333334,0.40249999999999997,False Positive,No KLab core author
doc-https://doi.org/10.1007/s10571-022-01205-8,doi:https://doi.org/10.1007/s10571-022-01205-8,"The Circadian Clocks, Oscillations of Pain-Related Mediators, and Pain",https://doi.org/10.1007/s10571-022-01205-8,2022,Cellular and Molecular Neurobiology,False,14,2.70805020110221,9,shilin-jia,shilin-jia,shilin-jia,Shilin Jia,Postdoctoral Scholar,5,1,1,Geotechnical Engineering and Analysis; Geotechnical Engineering and Soil Stabilization; Landslides and related hazards; Neuroinflammation and Neurodegeneration Mechanisms; Neuropeptides and Animal Physiology,7-10 words,0.29066666666666663,0.48333333333333334,0.40249999999999997,Routine,No KLab core author
doc-https://doi.org/10.1037/apl0001045,doi:https://doi.org/10.1037/apl0001045,The rise of robots increases job insecurity and maladaptive workplace behaviors: Multimethod evidence.,https://doi.org/10.1037/apl0001045,2022,Journal of Applied Psychology,False,212,5.3612921657094255,13,joshua-jackson,joshua-jackson,joshua-jackson,Joshua Jackson,Affiliate Faculty,5,1,1,"Cultural Differences and Values; Evolutionary Game Theory and Cooperation; Psychology of Moral and Emotional Judgment; Religion, Spirituality, and Psychology; Social and Intergroup Psychology",11-14 words,0.568,0.2833333333333333,0.2825,False Positive,Solo faculty
doc-10.1007/s12517-022-09766-0,doi:10.1007/s12517-022-09766-0,"Tourism-oriented comprehensive land development (TOLD) in subtropical mountain region, Fuzhou, China",10.1007/s12517-022-09766-0,2022,Arabian Journal of Geosciences,False,1,0.6931471805599453,11,ningzi-li; lingfei-wu; qixin-lin,qixin-lin,ningzi-li; lingfei-wu; qixin-lin,Ningzi Li; Lingfei Wu; Qixin Lin,Postdoctoral Scholar; Affiliate Faculty; Masters Student,13,1,3,"Big Data and Business Intelligence; Complex Network Analysis Techniques; Economic Zones and Regional Development; Financial Literacy, Pension, Retirement Analysis; Geological and Geochemical Analysis; Intergenerational Family Dynamics and Caregiving; Land Use and Ecosystem Services; Microfinance and Financial Inclusion; Opinion Dynamics and Social Influence; Remote Sensing in Agriculture; Soil and Land Suitability Analysis; Wildlife-Road Interactions and Conservation",11-14 words,0.38666666666666666,0.8708333333333332,0.76,Hidden Gem,Solo faculty
doc-https://doi.org/10.1109/cvpr52688.2022.00032,doi:https://doi.org/10.1109/cvpr52688.2022.00032,Towards Robust and Reproducible Active Learning using Neural Networks,https://doi.org/10.1109/cvpr52688.2022.00032,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,37,3.6375861597263857,9,jamshid-sourati,jamshid-sourati,jamshid-sourati,Jamshid Sourati,Affiliate Faculty,5,1,1,Algorithms and Data Compression; Machine Learning and Algorithms; Machine Learning and Data Classification; Machine Learning in Materials Science; Optimization and Search Problems,7-10 words,0.264,0.2833333333333333,0.2825,Routine,Solo faculty
doc-10.1016/j.ecolind.2022.108982,doi:10.1016/j.ecolind.2022.108982,Towards an integrated systematic approach for ecological maintenance: Case studies from China and Russia,10.1016/j.ecolind.2022.108982,2022,Ecological Indicators,False,15,2.772588722239781,14,shiyang-lai; ningzi-li; rui-wang; qixin-lin,qixin-lin,shiyang-lai; ningzi-li; rui-wang; qixin-lin,Shiyang Lai; Ningzi Li; Rui Wang; Qixin Lin,PhD Student; Postdoctoral Scholar; PhD Student; Masters Student,18,1,4,"Complex Systems and Time Series Analysis; Digital Marketing and Social Media; Economic Zones and Regional Development; FinTech, Crowdfunding, Digital Finance; Financial Literacy, Pension, Retirement Analysis; Heme Oxygenase-1 and Carbon Monoxide; Intergenerational Family Dynamics and Caregiving; Ion channel regulation and function; Land Use and Ecosystem Services; Market Dynamics and Volatility; Microfinance and Financial Inclusion; Neuroscience of respiration and sleep",11-14 words,0.628,0.6708333333333333,0.64,Aligned Surprise,Other KLab author config
doc-https://doi.org/10.3389/fncel.2022.885569,doi:https://doi.org/10.3389/fncel.2022.885569,Transcriptional Alterations of Mouse Trigeminal Ganglion Neurons Following Orofacial Inflammation Revealed by Single-Cell Analysis,https://doi.org/10.3389/fncel.2022.885569,2022,Frontiers in Cellular Neuroscience,False,26,3.295836866004329,14,xiaodi-yang; shilin-jia,shilin-jia,xiaodi-yang; shilin-jia,Xiaodi Yang; Shilin Jia,Masters Student; Postdoctoral Scholar,10,1,2,Advanced biosensing and bioanalysis techniques; Conducting polymers and applications; Electrochemical Analysis and Applications; Electrochemical sensors and biosensors; Geotechnical Engineering and Analysis; Geotechnical Engineering and Soil Stabilization; Landslides and related hazards; Neuroinflammation and Neurodegeneration Mechanisms; Neuropeptides and Animal Physiology; Organic Electronics and Photovoltaics,11-14 words,0.54,0.7333333333333333,0.615,Aligned Surprise,No KLab core author
doc-10.17504/protocols.io.rm7vzyrw5lx1/v1,doi:10.17504/protocols.io.rm7vzyrw5lx1/v1,[RETRACTED] Derma PGX Cream: 100% REAL CREAM - Is It Legitimate Or Scam? v1,10.17504/protocols.io.rm7vzyrw5lx1/v1,2022,,False,0,0.0,13,haohan-shi,haohan-shi,haohan-shi,Haohan Shi,Alumni,5,1,1,Academic Writing and Publishing; Advanced Text Analysis Techniques; Hate Speech and Cyberbullying Detection; Misinformation and Its Impacts; Social Media and Politics,11-14 words,0.576,0.2833333333333333,0.2825,False Positive,No KLab core author
doc-10.48550/arxiv.2107.06954,doi:10.48550/arxiv.2107.06954,A mechanism for the generation of robust circadian oscillations through\n ultransensitivity and differential binding affinity,10.48550/arxiv.2107.06954,2021,arXiv (Cornell University),False,0,0.0,16,cay-del-junco,cay-del-junco,cay-del-junco,Cay del Junco,Alumni,5,1,1,Advanced Thermodynamics and Statistical Mechanics; Circadian rhythm and melatonin; History and advancements in chemistry; Micro and Nano Robotics; Various Chemistry Research Topics,15-19 words,0.6839999999999999,0.2833333333333333,0.2825,False Positive,No KLab core author
doc-https://doi.org/10.25300/misq/2021/16565,doi:https://doi.org/10.25300/misq/2021/16565,AI on Drugs: Can Artificial Intelligence Accelerate Drug Development? Evidence from a Large-Scale Examination of Bio-Pharma Firms,https://doi.org/10.25300/misq/2021/16565,2021,MIS Quarterly,False,125,4.836281906951478,17,bowen-lou; lingfei-wu,bowen-lou,bowen-lou; lingfei-wu,Bowen Lou; Lingfei Wu,Affiliate Faculty; Affiliate Faculty,9,1,2,Big Data and Business Intelligence; Complex Network Analysis Techniques; Digital Platforms and Economics; Employer Branding and e-HRM; Geological and Geochemical Analysis; Innovation and Knowledge Management; Opinion Dynamics and Social Influence; Private Equity and Venture Capital; earthquake and tectonic studies,15-19 words,0.816,0.43333333333333335,0.3725,False Positive,Faculty + Faculty
doc-https://doi.org/10.1016/j.progpolymsci.2021.101430,doi:https://doi.org/10.1016/j.progpolymsci.2021.101430,Bio-based polyesters: Recent progress and future prospects,https://doi.org/10.1016/j.progpolymsci.2021.101430,2021,Progress in Polymer Science,False,369,5.91350300563827,7,fengli-xu; rui-wang; zhao-wang,zhao-wang,fengli-xu; rui-wang; zhao-wang,Fengli Xu; Rui Wang; Zhao Wang,Affiliate Faculty; PhD Student; Affiliate Faculty,15,1,3,Advanced Polymer Synthesis and Characterization; Advanced biosensing and bioanalysis techniques; COVID-19 epidemiological studies; Complex Network Analysis Techniques; Heme Oxygenase-1 and Carbon Monoxide; Human Mobility and Location-Based Analysis; Ion channel regulation and function; Neuroscience of respiration and sleep; Nitric Oxide and Endothelin Effects; Polymer Surface Interaction Studies; Silicone and Siloxane Chemistry; Sulfur Compounds in Biology,7-10 words,0.20800000000000002,0.8083333333333332,0.6599999999999999,Hidden Gem,Mixed (faculty + PhD)
doc-https://doi.org/10.1016/j.scitotenv.2021.148848,doi:https://doi.org/10.1016/j.scitotenv.2021.148848,"Characteristics of microbial community composition and its relationship with carbon, nitrogen and sulfur in sediments",https://doi.org/10.1016/j.scitotenv.2021.148848,2021,The Science of The Total Environment,False,88,4.48863636973214,15,di-tong; ningzi-li,di-tong,di-tong; ningzi-li,Di Tong; Ningzi Li,PhD Student; Postdoctoral Scholar,8,1,2,"Bacteriophages and microbial interactions; Entrepreneurship Studies and Influences; Financial Literacy, Pension, Retirement Analysis; Intergenerational Family Dynamics and Caregiving; Microbial Community Ecology and Physiology; Microfinance and Financial Inclusion; Plant Virus Research Studies; Soil Carbon and Nitrogen Dynamics",15-19 words,0.6373333333333333,0.6583333333333333,0.5700000000000001,Aligned Surprise,Solo PhD student
doc-https://doi.org/10.1016/j.scitotenv.2021.148801,doi:https://doi.org/10.1016/j.scitotenv.2021.148801,Chronological records of sediment organic carbon at an entrance of Dongting Lake: Response to historical meteorological events,https://doi.org/10.1016/j.scitotenv.2021.148801,2021,The Science of The Total Environment,False,16,2.833213344056216,17,ningzi-li; di-tong,di-tong,ningzi-li; di-tong,Ningzi Li; Di Tong,Postdoctoral Scholar; PhD Student,8,1,2,"Bacteriophages and microbial interactions; Entrepreneurship Studies and Influences; Financial Literacy, Pension, Retirement Analysis; Intergenerational Family Dynamics and Caregiving; Microbial Community Ecology and Physiology; Microfinance and Financial Inclusion; Plant Virus Research Studies; Soil Carbon and Nitrogen Dynamics",15-19 words,0.784,0.6583333333333333,0.5700000000000001,Aligned Surprise,Solo PhD student
doc-10.1109/access.2021.3106324,doi:10.1109/access.2021.3106324,Constructing Knowledge Graphs for Online Collaborative Programming,10.1109/access.2021.3106324,2021,IEEE Access,False,15,2.772588722239781,7,yuanyi-zhen; chen-lin,yuanyi-zhen,yuanyi-zhen; chen-lin,Yuanyi Zhen; Chen Lin,PhD Student; PhD Student,10,1,2,Atomic and Molecular Physics; Cavitation Phenomena in Pumps; Cooperative Communication and Network Coding; Fluid Dynamics Simulations and Interactions; Global Educational Reforms and Inequalities; Hydraulic and Pneumatic Systems; Innovative Teaching and Learning Methods; Online Learning and Analytics; Personality Disorders and Psychopathology; Technology-Enhanced Education Studies,7-10 words,0.12,0.4708333333333333,0.39499999999999996,Routine,Other KLab author config
doc-10.21203/rs.3.rs-453542/v2,doi:10.21203/rs.3.rs-453542/v2,Does Health Service Funding Go Where the Need Is? A Prototype Spatial Access Analysis for New Urban Contracts Data,10.21203/rs.3.rs-453542/v2,2021,Research Square (Research Square),False,0,0.0,19,julia-koschinsky,julia-koschinsky,julia-koschinsky,Julia Koschinsky,Incoming Staff,5,1,1,"Health disparities and outcomes; Housing Market and Economics; Spatial and Panel Data Analysis; Urban Transport and Accessibility; Urban, Neighborhood, and Segregation Studies",15-19 words,0.872,0.2833333333333333,0.2825,False Positive,No KLab core author
doc-https://doi.org/10.1038/s41467-020-20037-y,doi:https://doi.org/10.1038/s41467-020-20037-y,Experimental evidence for scale-induced category convergence across populations,https://doi.org/10.1038/s41467-020-20037-y,2021,Nature Communications,False,39,3.6888794541139363,8,douglas-guilbeault; doug-guilbeault,doug-guilbeault,douglas-guilbeault; doug-guilbeault,Douglas Guilbeault; Doug Guilbeault,Affiliate Faculty; Affiliate Faculty,5,1,2,"Categorization, perception, and language; Color perception and design; Language, Metaphor, and Cognition; Misinformation and Its Impacts; Opinion Dynamics and Social Influence",7-10 words,0.18,0.48333333333333334,0.40249999999999997,Routine,Faculty + Faculty
doc-10.48550/arxiv.2109.06402,doi:10.48550/arxiv.2109.06402,Exploring Personality and Online Social Engagement: An Investigation of\n MBTI Users on Twitter,10.48550/arxiv.2109.06402,2021,arXiv (Cornell University),False,1,0.6931471805599453,14,partha-kadambi,partha-kadambi,partha-kadambi,Partha Kadambi,Masters Student,3,1,1,Mental Health via Writing; Personality Traits and Psychology; Social and Behavioral Studies,11-14 words,0.628,0.20833333333333331,0.2375,False Positive,No KLab core author
doc-https://doi.org/10.3390/rs13081571,doi:https://doi.org/10.3390/rs13081571,Fast and Accurate Power Line Corridor Survey Using Spatial Line Clustering of Point Cloud,https://doi.org/10.3390/rs13081571,2021,Remote Sensing,False,25,3.258096538021482,14,muhua-huang; wenxuan--shi,wenxuan--shi,muhua-huang; wenxuan--shi,Muhua Huang; Wenxuan  Shi,Masters Student; PhD Student,10,1,2,Advanced Image Fusion Techniques; Advanced Image and Video Retrieval Techniques; Advanced Neural Network Applications; Advanced Neuroimaging Techniques and Applications; Functional Brain Connectivity Studies; Image Enhancement Techniques; Image and Signal Denoising Methods; Multiple Sclerosis Research Studies; Neural dynamics and brain function; Photoreceptor and optogenetics research,11-14 words,0.5640000000000001,0.5333333333333333,0.495,Aligned Surprise,Solo PhD student
doc-https://doi.org/10.1177/17456916211004899,doi:https://doi.org/10.1177/17456916211004899,From Text to Thought: How Analyzing Language Can Advance Psychological Science,https://doi.org/10.1177/17456916211004899,2021,Perspectives on Psychological Science,False,158,5.0689042022202315,11,joshua-jackson,joshua-jackson,joshua-jackson,Joshua Jackson,Affiliate Faculty,5,1,1,"Cultural Differences and Values; Evolutionary Game Theory and Cooperation; Psychology of Moral and Emotional Judgment; Religion, Spirituality, and Psychology; Social and Intergroup Psychology",11-14 words,0.424,0.48333333333333334,0.40249999999999997,Routine,Solo faculty
